Název,Adresa,Lat.,Lon.,Followers,events 
Zámecké divadlo Valtice,Zámek 1,48.7397,16.7556,8,1
Kostel Panny Marie pod řetězem,Lázeňská 285/13,50.0869,14.4058,8,1
Pomník obětem komunismu,Újezd,50.0823,14.4045,8,1
Hřbitov Malvazinky,U Smíchovského hřbitova 1,50.0618,14.3895,8,1
KD Ládví,Burešova 1661/2,50.1273,14.4703,8,1
Zámecká jízdárna Alšovy jihočeské galerie,Alšova jihočeská galerie 144,49.0521,14.4414,8,1
Fakulta informatiky Masarykovy univerzity,Botanická 68,49.2092,16.5989,8,1
Palác Koruna,Václavské náměstí 1,50.0842,14.4239,8,1
Památník Františka Palackého a Františka Ladislava Riegra,Palackého 7,50.0812,14.4234,8,1
Kostel Českobratrské církve evangelické v Praze na Vinohradech,Korunní 60,50.0752,14.4469,8,1
Spalovna odpadů SAKO Brno,Jedovnická 4247,49.1905,16.6662,8,0
VKOL (Nová budova),Bezručova 1180/3,49.5935,17.2467,8,0
Činoherní kavárna,"Ve Smečkách 26, 110 00 ",50.0792,14.4275,8,0
Amazonia café – STEP IN,Italská 1223/20,50.0777,14.4363,8,0
Divadlo Hogo Fogo,262 56 Svatý Jan,49.6508,14.2845,8,0
Pivo Karlín,Pernerova 691/42,50.092,14.4574,8,0
Bastl klubovna,"Rybářská 13, Brno",49.1864,16.5883,8,0
Pražský Semmering,Hlubočepská,50.0418,14.3908,8,0
Synth Library Prague,Pod Terebkou 1139/15,50.0623,14.4363,8,0
GrainSpace,Rašínovo nábř. 50/26,50.0666,14.4154,8,0
"Chata Návrší, Králický Sněžník",Stříbrnice,50.1853,16.8833,8,0
Miska Ramen Bar,Španělská 2,50.0791,14.434,8,0
The Bourgeois Pig,Koubkova 2,50.0719,14.431,8,0
Coffee Bar Mymika,Lidická 15,49.2014,16.6072,8,0
Velvyslanectví Polské republiky,Valdštejnská 153/8,50.0909,14.4076,8,0
Galerie Dukla,Hlavní třída 82,49.8292,18.1722,8,0
Kavárna dobrodruha,Seifertova 4,50.085,14.4425,8,0
Book Therapy,Římská 35,50.0771,14.4368,8,0
Laboratorio,Krocínova 3,50.0823,14.4143,8,0
Víceúčelák,Generála Janouška 1060/2,50.1032,14.5651,8,0
Penzion Rejvíz,Rejvíz 29,50.2291,17.2981,8,0
Vinárna Bukovský,Úvoz 507/4,49.192,16.5959,8,0
Archiv výtvarného umění,Poupětova 1,50.1068,14.447,8,0
Globe Bookstore and Cafe,Pštrossova 6 ,50.0781,14.4164,8,0
Prague Startup Centre,Jungmannova 36/31,50.0825,14.4221,8,0
Přírodní divadlo Konopiště,amfiteátr Konopiště,49.778,14.6525,8,0
Velodrom Třebešín,Nad Kapličkou 3324/15,50.0843,14.4885,8,0
Stage Praha,Budečská 35,50.0763,14.442,8,0
Coffee Break & Cake – Žižkov,Husinecká 2,50.085,14.4449,8,0
Phill's Twenty7,Přístavní 27,50.1043,14.4512,8,0
Garden Café Taussig,Vlašská 25,50.0862,14.3951,8,0
Mistral Café,Valentinská 11,50.0883,14.4163,8,0
Caffeine,Dukelských hrdinů 407/26,50.1009,14.4335,8,0
Šlágr,Francouzská 72,50.072,14.4458,8,0
Kavárna v Sedmém Nebi,Zborovská 68,50.0808,14.4071,8,0
Únětický pivovar, Rýznerova 19/5,50.1491,14.3542,7,16
Erpet Centrum,Strakonická 2860/4,50.0643,14.411,7,14
Kayak BeachBar,Náplavka,50.0711,14.414,7,4
Divadlo Procity,Srbská 1,50.0986,14.4058,7,3
Rosnička,Jana Nečase 966/1,49.2065,16.5752,7,2
Hergetova cihelna,Cihelná 2b,50.088,14.4099,7,2
Mandragora,Korunní 16,50.0752,14.4408,7,2
Hrad Bezděz,,50.5389,14.7195,7,2
Fabrika Doubice,"Doubice 174, 407 47 Doubice",50.8899,14.4561,7,1
Fakulta architektury ČVUT v Praze,Thákurova 2700/9,50.105,14.3896,7,1
Club Klub Děčín,Karla Čapka 809/2,50.7809,14.2105,7,1
Music club Pod Lipou,Pod Lipou 388,50.4289,14.2648,7,1
Pod mostem,Ostrov Štvanice 858,50.0956,14.4369,7,1
Kulturní zařízení města Valašského Meziříčí,Komenského 1,49.4717,17.9701,7,1
Moravská filharmonie Olomouc,Horní náměstí 23,49.5935,17.2502,7,1
Madame Tussauds Prague,Celetná 555/6,50.0872,14.4226,7,1
Městské divadlo Kolín,Smetanova 557,50.0241,15.2045,7,1
Saloon Roudná,Na Roudné 387/17,49.7532,13.3798,7,1
Buquoyský palác,Velkopřevorské nám. 486/2,50.0859,14.4063,7,1
Památník Jaroslava Ježka,Kaprova 10,50.0882,14.4174,7,1
Vrtbovská zahrada,Karmelitská 25,50.0865,14.4026,7,1
Noise Kitchen,Krymská 14/109,50.0714,14.4486,7,0
Parkoviště u koupaliště Džbán,Divoká Šárka 790,50.098,14.3335,7,0
Königsmühle,431 91 Loučná pod Klínovcem,50.4084,13.0097,7,0
Josefov,,50.09,14.418,7,0
Rebelbean (Vlněna),Přízova 5,49.1899,16.6165,7,0
Ponrepo,Hybešova 51,49.1893,16.6004,7,0
Darkvelvetcafebar,Husitská 15,50.0869,14.4464,7,0
Pavillon,Jezuitská 6,49.1968,16.6095,7,0
Lokál U Caipla,Kozí 115/3,49.1959,16.6094,7,0
Vila Flora,Vlašimská 13,50.0753,14.465,7,0
Soul Bistro,Jezuitská 7/10,49.1973,16.61,7,0
Boho Café & Store,Ondříčkova 6,50.0791,14.449,7,0
Atelier Cocktail Bar & Bistro,Kobližná 2,49.1953,16.6091,7,0
Laskominy od Maryny,Slovákova 8,49.2003,16.6025,7,0
Valdštejnská lodžie,Sedličky 4,50.4498,15.3781,7,0
JustWine Dvořákova,Dvořákova 1,49.1959,16.6098,7,0
Cukrář Skála,V Celnici 1034/6,50.0882,14.4308,7,0
Café Pilát,Kapucínské náměstí 5,49.1912,16.6095,7,0
Prostor Veskle,28. pluku 33,50.0719,14.4675,7,0
Jakoby,Veverkova 8,50.0984,14.4322,7,0
Buddha Bar,Jakubská 649/8,50.0882,14.4258,7,0
Titanium Prague,Rybná 16,50.0896,14.4262,7,0
Palác U Stýblů,Václavské náměstí 28,50.0824,14.425,7,0
TriCafé,Anenská 3,50.0854,14.4149,7,0
Café Peroutka,Jindřišská 5,50.0833,14.4269,7,0
Zahrada kojeneckého ústavu,Sulická 120,50.0315,14.4451,7,0
Barrandovský most,Barrandovský most,50.0421,14.4067,7,0
Kavárna Academia,Václavské náměstí 34,50.0821,14.4259,7,0
Příčný řez,Příčná 668/3,50.0779,14.4227,7,0
Café B. Braun,Sokolská 490/31,50.0749,14.4289,7,0
Divoké matky,Hybešova 2,50.0931,14.4601,7,0
Restaurace Na Vlachovce,Zenklova 217,50.121,14.4563,7,0
Čápův dvůr,Letiště Čápův dvůr,49.3941,14.7023,7,0
Polský Institut,Malé náměstí 1,50.0865,14.4192,7,0
Divadlo Apropo,Jánský vršek 8,50.088,14.3986,6,12
Krajská galerie výtvarného umění ve Zlíně,Vavrečkova 7040,49.2251,17.6593,6,5
Kmochův Ostrov Kolín,,50.0334,15.1937,6,5
Klub Všesmír,Hřbitovní 1097/24,49.5996,18.0222,6,4
Kaple sv. Josefa,,50.576,16.0265,6,4
Studio Itaka,Korunní 957/35,50.0755,14.4434,6,4
Červený Jelen,Hybernská 1034/5,50.0873,14.4309,6,2
Kostel sv. Janů v Opavě,Hrnčířská 348/17,49.9369,17.9056,6,2
INEX – Sdružení dobrovolných aktivit,Varšavská 249/30,50.0731,14.4391,6,2
Ponorka Litvínov,Podkrušnohorská 1720,50.6092,13.6266,6,2
Hrad Bouzov,,49.7045,16.8894,6,2
Malostranský hřbitov,,50.0717,14.3915,6,1
Kulturní centrum Labuť,17. listopadu 214/14,49.9931,14.6581,6,1
Spojka Events,Pernerova 697/35,50.0909,14.4515,6,1
Knihovna města Hradec Králové,Wonkova 1262/1a,50.2177,15.8219,6,1
Galerie města Olomouce,Dolní náměstí 194/7,49.593,17.2523,6,1
Galerie XY,Dolní náměstí 23/42,49.592,17.254,6,1
Město moře,Přístavní 7,50.1044,14.4484,6,1
Music Bar Lira,Nábřeží 578,49.4726,17.9701,6,1
Nuselské schody,Nuselské schody,50.0694,14.436,6,1
Klub Vertigo,Univerzitní 227/6,49.5953,17.2552,6,1
Betlémská kaple na Žižkově,Prokopova 216,50.0858,14.454,6,1
Kulturka ZČU,Sedláčkova 19,49.7472,13.3752,6,1
Česká zemědělská univerzita,Kamýcká 961/129,50.1359,14.3708,6,1
Café Vítkov,U památníku 1900,50.0885,14.45,6,1
Svět Hub,Slovenská 21,50.0727,14.4462,6,1
Muzeum Policie ČR,Ke Karlovu 1,50.0692,14.4285,6,1
Slash Bar,"S. K. Neumanna 345/2, 360 04",50.2383,12.8778,6,0
Střecha Proseka,Jablonecká 723/4,50.1201,14.5,6,0
Radnice MČ Praha 7,U Průhonu 1338/38,50.105,14.4511,6,0
Nová strašnická škola,V Olšinách 69,50.0727,14.4917,6,0
Kino Svět Tábor,Nám. Fr. Křižíka 1291,49.4135,14.6647,6,0
Knihovna Malešice,Počernická 524/64,50.0818,14.5003,6,0
Hvězdárna a planetárium v Hradci Králové,Zámeček 456/30,50.1774,15.8388,6,0
CineStar Olomouc,Pražská 255/41,49.6022,17.2204,6,0
Lázně na lodi,Rašínovo nábřeží,50.0698,14.4146,6,0
Dim Sum Spot,Milady Horákové 806/29,50.0994,14.4291,6,0
Městská zahrada Zbraslav,Opata Konráda 1336,49.9755,14.3957,6,0
Malešický park,Praha 10,50.0855,14.4997,6,0
Forrest bistro,Londýnská 35,50.073,14.4342,6,0
Vozovna Vinohrady,Korunní 110,50.0755,14.4612,6,0
JustWine Kotlářská,Kotlářská 26,49.2069,16.6013,6,0
Bufet U Jirky,K Dalejím 4,50.0421,14.3898,6,0
Kravín,Hranice 6,49.7637,15.6919,6,0
Altány Kampa,Nostivcova 2a,50.0843,14.4071,6,0
Malešický mikropivovar,Malešická 126/50,50.0846,14.5076,6,0
Fakulta výtvarných umění VUT,Údolní 244/53,49.1982,16.5924,6,0
Vinná galerie,Lužánecká 16,49.2046,16.611,6,0
Café Localité,Jánská 12,49.1943,16.6104,6,0
Botanic Bar & Bistro,Botanická 19,49.2061,16.6007,6,0
Šeberák,K Šeberáku 1538/1–2,50.0104,14.494,6,0
Once Upon a Beer,Budečská 18,50.0748,14.4423,6,0
Courtyard by Marriott Brno,Holandská 12,49.1817,16.6059,6,0
Cafe Mitte,Panská 7,49.1934,16.6079,6,0
Nultá generace,U městského nádraží,49.4034,15.5836,6,0
Cupcakekárna na Zelňáku,Zelný trh 14,49.1926,16.6083,6,0
Lasagneria,Korunní 35,50.0755,14.4434,6,0
Loretánské sklepy,Loretánské náměstí 8,50.0887,14.3917,6,0
Knihovna Vinohrady,Vinohradská 1431/69,50.0771,14.4442,6,0
Soffa Space,Tusarova 791/31,50.1019,14.4493,6,0
Knihkupectví Kosmas Letná,Veverkova 1407/16,50.0989,14.432,6,0
The Rabbit Hole,Na Poříčí 21,50.0901,14.4336,6,0
Židovský hřbitov na Žižkově,Fibichova 13/2,50.0816,14.4499,6,0
Aeroškola,Ambrožova 9,50.0894,14.472,6,0
Vnitroblok Mečislavova,Mečislavova 22,50.0649,14.4442,6,0
Ústav dějin umění Akademie věd ČR,Husova 352/4,50.0845,14.4183,6,0
Areál přerovského pivovaru,Komenského 35,49.4503,17.4477,6,0
Rock'n'Pizza,Koněvova 863/57,50.0889,14.4607,6,0
Kavárna Čas,U Lužického semináře 15,50.0877,14.4087,6,0
Wink by Pasha,Soukenická 1085/4,50.0907,14.4284,6,0
Fakulta strojní ČVUT,Technická 4,50.1029,14.3917,6,0
Parník Vltava,Rašínovo nábřeží,50.0699,14.4146,6,0
Na Bojišti,Královédvorská,50.553,15.907,6,0
Pavilon,Černá louka 3235,49.8337,18.2957,5,17
Stará radnice Ostrov,Staré nám. 46,50.3047,12.9399,5,15
Klášterní areál Ostrov,Klášterní 141,50.3048,12.9351,5,6
HYB4 Divadlo,Hybernská 4,50.0871,14.4299,5,5
Zasekávák,Jaselská 246/20,50.0991,14.4027,5,5
Areál likérky Rudolf Jelínek,Razov 472,49.2157,17.8397,5,4
Co.Labs,Kounicova 685/20,49.203,16.6006,5,3
Libeňský svět,Pivovarnická 1022/3,50.1092,14.474,5,3
Točna Dlabačov,Diskařská 2394,50.0857,14.3847,5,2
Augustine Restaurace,Letenská 12/33,50.0892,14.4068,5,2
PLATO (bývalá jatka),Porážková 26,49.8354,18.2809,5,1
Lázně III,Mlýnské nábřeží 5,50.2265,12.8805,5,1
Divadelní klub Polička,Vrchlického 53,49.7127,16.262,5,1
Koupaliště Městec Králové,Prezidenta Beneše,50.2042,15.282,5,1
Sokolovna Šlapanice,Nádražní 706/87,49.1605,16.7286,5,1
Bubeneč,Jaselská,50.0992,14.4043,5,1
Black Pes,"Staroklánovická 204 19016 Újezd nad Lesy, Czech Republic",50.0866,14.6646,5,1
Zoo Hodonín,U Červených domků 3529,48.8638,17.1057,5,1
Libeňský zámek,"35, Zenklova 1, Libeň, 180 00 Praha 8",50.1077,14.4714,5,1
Lidové divadlo,"Milady Horákové 20, 56802 Svitavy",49.7576,16.4696,5,1
Kino Nová Paka,Stanislava Suchardy 60,50.4963,15.5138,5,1
Dům techniky Pardubice,náměstí Republiky 2686,50.0372,15.7771,5,1
Hamleys,Na Příkopě 14,50.0853,14.4256,5,1
Střelnice – spolkový dům,Žižkova 249,49.4142,14.6615,5,1
Husův sbor,Botanická 590/1,49.2037,16.6031,5,1
Spižírna 1902,Korunní 86,50.0754,14.4528,5,1
Evangelický kostel na Smíchově,Na Doubkové 2040/8,50.0658,14.3996,5,1
Beach bar Zátoka,Soběšovice 011,49.7289,18.4547,5,1
Klub Oko,Smetanovo nám. 31,49.6081,15.5776,5,1
Na Marjánce,Bělohorská 35/262,50.0843,14.3749,5,1
Unitaria,Anenská 5,50.0855,14.4149,5,1
Beats from Basement,Krymská 2,50.0716,14.4472,5,0
Bam Bu Dah,U Libeňského mostu 1,50.1014,14.4592,5,0
Vodácký areál Lídy Polesné,Vodácký areál Lídy Polesné,49.0136,14.4519,5,0
Tenisové kurty BLTC v Lužánkách, Lužánecká 7,49.2056,16.611,5,0
Divadelní klub,Vrchlického 53,49.7127,16.262,5,0
COCO Café Disco Bar,17. listopadu 208/4,50.0911,14.4174,5,0
Historický pivovar Český Krumlov,Pivovarská 27,48.8123,14.3199,5,0
Nezámek Dolejší Těšov,Dolejší Těšov 1,49.1884,13.4283,5,0
Amfiteátr Tvrdonice,Družstevní 333/28,48.7659,16.9853,5,0
HUB,Kolbenova 923/34,50.1105,14.5111,5,0
Dendrologická zahrada Průhonice,Za dálnicí 146,50.008,14.5679,5,0
Amfiteátr Valmez,Svěrákova 536/33,49.478,17.966,5,0
Musicclub Emco,Mírové náměstí 101/25,50.6599,14.0399,5,0
Knihovna Letná,Milady Horákové 387/56,50.1002,14.4255,5,0
Knihovna Jezerka,Nuselská 603/94,50.0579,14.4501,5,0
Knihovna Cibulka,Musílkova 335/62,50.0676,14.3667,5,0
Slackline Strojírna Praga,Železničářů 204/6,50.1064,14.4404,5,0
Koloniál na Buďánce,Nad Zámečnicí 138/12,50.071,14.3691,5,0
Informační centrum ČVUT,,50.1046,14.3878,5,0
Na břehu Rhôny Výtoň,Na Hrboci 1,50.0683,14.4152,5,0
Zahrada Žofín,Slovanský ostrov 226/8,50.079,14.4128,5,0
Yoga House,Purkyňova 1678/8,49.2187,16.5875,5,0
Murphy Coctail Bar & Music Club,Tomáše Garrigue Masaryka 106,50.1462,14.1019,5,0
Koishi,Údolní 11,49.1965,16.6013,5,0
Jednota,Pražská 158,49.4136,14.6608,5,0
Borgo Shop,Kopečná 43,49.1915,16.6017,5,0
Akvárna,Vachova 4,49.1956,16.6119,5,0
Má hostina,Štefánikova 142/78,49.217,16.5992,5,0
U Bílého beránka,Štefánikova 16,49.2091,16.6038,5,0
Vozovna Stromovka,Královská obora 2,50.1051,14.4222,5,0
Bogota,Nádražní 7,49.1888,16.6091,5,0
Canapé,U Obecního dvora 800/9,50.0914,14.4233,5,0
Petit Wine Bar,Údolní 11,49.1965,16.6013,5,0
La Bottega Gastronomica,Ondříčkova 17,50.0798,14.4504,5,0
7. schod Letná,Ovenecká 22,50.0996,14.4248,5,0
Wake park Hradec Králové,Pardubická,50.191,15.7873,5,0
Malý/Velký,Mikovcova 605/4,50.0763,14.4308,5,0
"Nesedím, sousedím",roh Anastázovy a Sartoriovy,50.0864,14.3624,5,0
Urban Centrum,Mečová 5 (Stará radnice),49.1928,16.608,5,0
Abrakadabra,Bořivojova 761,50.0822,14.4457,5,0
Nadace Veronica,Panská 9,49.1934,16.608,5,0
Kafemat,Dejvická 3,50.0979,14.4006,5,0
Zastav se,Koněvova 61 ,50.089,14.4611,5,0
Forky's Praha,Veleslavínova 10,50.0878,14.4164,5,0
Shoyu,Veveří 10 ,49.1994,16.6028,5,0
Sousto,Újezd 421/16,50.0815,14.4048,5,0
Kafe Kiosek,"Roh ulic Evropská a, Šolínova ",50.1007,14.3924,5,0
Spital Cafe Mitte,Jihlavská 340/20,49.1755,16.5708,5,0
BackYard,V Jirchářích 8,50.0801,14.4166,5,0
Pavlínin dvůr,Hlavní třída 22,49.9658,16.978,5,0
Kavárna Pražírna,Lublaňská 50,50.0749,14.4313,5,0
Jídelna Kuchařek bez domova,Brožíkova 6,50.0715,14.3887,5,0
Výzkumák,U Jezu 525/4,50.7638,15.0537,5,0
Xclusive Society,Korunní 810/104,50.0753,14.4563,5,0
Cafe Time Music,Karmelitská 388/2,50.0849,14.4045,5,0
Bývalá budova Transgas,Vinohradská 8,50.0788,14.4336,5,0
Drunken Monkey Bar,U milosrdných 4,50.0917,14.4209,5,0
Music Bar Baronka,Lidická 7,50.5351,14.1301,5,0
Lípová 6,Lípová 6,50.0742,14.4242,5,0
Café Záhorský,Eliášova 279/1,50.098,14.4015,5,0
Mechanický balet,Žitná 52,50.077,14.4301,5,0
Jízdárna Světce u Tachova,Světce 2,49.8031,12.6066,5,0
Mír 70,náměstí Míru 1/14,50.0863,17.6992,5,0
Slušnej Kanál,Ondříčkova 503/29,50.0813,14.4538,5,0
Cafe Bar 3+1,Plaská 10,50.0807,14.4055,5,0
Café Oliveira,Mánesova 65,50.0779,14.4449,5,0
Café Baretta,Bělehradská 4,50.065,14.4403,5,0
Ta Kavárna,Na Topolce 2,50.0596,14.4239,5,0
Duende,Karoliny Světlé 30,50.0842,14.4142,5,0
U Slepé Kočičky,Milady Horákové 38,50.0998,14.428,5,0
Kavárna Dadap,K Žižkovu 495/8,50.1016,14.5034,5,0
Hrad Budyně nad Ohří,Mírové nám. 1,50.4047,14.1243,5,0
Kavárna Švanda,Poštovská 8,49.1946,16.6102,5,0
Karlínské Spektrum,Karlínské nám. 7,50.0909,14.4487,4,13
Muzeum Josefa Hoffmanna,náměstí Svobody 263,49.304,15.679,4,10
Art Nouveau,Náměstí Republiky 5,50.0876,14.4282,4,8
Střelnice Kadaň,Čechova 147,50.3751,13.2678,4,6
Coffice Prague,Malířská 227/14,50.1022,14.4255,4,5
Zámecké návrší,"Jiráskova 133, Zámecké návrší",49.873,16.3138,4,4
Florenc,Za Poříčskou bránou 26/5,50.0907,14.4394,4,3
Židovský hřbitov,Nezamyslova 27/395,49.1916,16.6436,4,2
Palác Padowetz,Bašty 413/2,49.1911,16.6108,4,2
RS Svatá Kateřina,Chotěvice 326,50.5015,15.7773,4,2
Kladenské divadélko,Josefa Hory 1981,50.1441,14.1048,4,2
Husův sbor v Dejvicích,Wuchterlova 523/5,50.0978,14.3972,4,2
Zanzibar,Anglická 42/7,50.0773,14.432,4,2
Divadlo Miriam,Ke Strašnické 1000/10,50.0687,14.4947,4,1
Hněvín,Hněvín,50.5207,13.6333,4,1
Kostel Nejsvětější Trojice,Náměstí Svobody 2,49.7821,14.1778,4,1
Galerie Ahoj Nazdar Čau,Frýdlantská 285/16,50.7708,15.0567,4,1
Klub Labe,Vísecké náměstí 198,49.8364,13.9092,4,1
Muzeum Lennonovy zdi,Prokopská 8,50.0866,14.4047,4,1
Centrum Paraple,Ovčárská 471,50.08,14.5067,4,1
Mezinárodní muzeum keramiky,Zámek čp. 135,49.2935,14.4672,4,1
Muzeum zemědělské techniky,Jeníkovská 1762,49.8996,15.411,4,1
Bar 22,Palackého náměstí 156/2,49.9494,15.2679,4,1
Pražská Továrna,Kolbenova 923/34,50.1105,14.5111,4,1
Artrium Zlín,Sokolská 3924,49.2327,17.6796,4,1
U Vystřelenýho oka,U Božích bojovníků 606/3,50.0872,14.4495,4,1
Vila Lanna,V Sadech 1/1,50.1025,14.4072,4,1
Uhelný trh,Uhelný trh,50.084,14.4205,4,1
Karlín Market,Karlínské nám. 316/7,50.0909,14.4487,4,1
Zámek Nelahozeves,Nelahozeves 1,50.2611,14.3013,4,1
Kulturní dům Jirny,Pražská 73,50.1184,14.6962,4,1
Městská hudební síň,Zieglerova 91,50.2103,15.832,4,1
Bejzment,Na Bělidle 31,50.0715,14.4054,4,1
Petrof Gallery,Na Brně 2136/4,50.1927,15.8518,4,1
Šenkovna,Sokolská 60,50.0761,14.4294,4,1
Bílá hora,Bílá hora ,50.0779,14.3215,4,1
Husův sbor na Vinohradech,Dykova 1,50.0744,14.4489,4,1
Přístav 7,Jankovcova 8b,50.1058,14.4562,4,1
Prostor Země,"Nádražní 39/76, 150 00",50.0669,14.4076,4,1
Profesní dům,Malostranské nám. 25,50.0886,14.4028,4,1
Areál rybníka Rosnička,U Rosničky,49.7698,16.4474,4,1
Hoffmanův dvůr,Vinořské náměstí 34,50.1418,14.5821,4,1
Bazilika sv. Petra a Pavla,Bazilika svatého Petra a Pavla na Vyšehradě,50.0644,14.4179,4,1
The Emblem Hotel,Platnéřská 111/19,50.0876,14.4184,4,1
Kostel svatého Cyrila a Metoděje,Křížíkova 57,50.0914,14.448,4,1
Sochařský ateliér Vladimíra a Věry Janouškových,U Kotlářky 3152/2,50.0714,14.3621,4,0
Nymburské šapito Jihlava,,49.4004,15.5947,4,0
Fratelli tutti,Zábrdovická 25/2,49.202,16.629,4,0
Konzervatoř Brno,tř. Kpt. Jaroše 1890/45,49.2044,16.6102,4,0
Kinoko Letná,Pplk. Sochora 693/23,50.0997,14.433,4,0
Lichtenštejnský dům,"U Tržiště 8, 690 02 ",48.7587,16.8816,4,0
Městské divadlo Jaroměř,nám. Dukelských hrdinů 240,50.3528,15.9183,4,0
Knihovna Žižkov,Husitská 110/70,50.0867,14.4499,4,0
Knihovna Vozovna,Za Žižkovskou vozovnou 2687/18,50.0917,14.4784,4,0
Knihovna Smíchov, Náměstí 14. října 83/15,50.0739,14.4067,4,0
Knihovna Sedmička,Tusarova 429/35,50.102,14.4504,4,0
Synagoga Břeclav,U Tržiště,48.7587,16.8821,4,0
Prague Magic Bar Illusion,Kurta Konráda 507/20,50.1058,14.4876,4,0
Památník Jana Palacha ve Všetatech,Smetanova 337,50.2848,14.5917,4,0
Galerie Valchařská,Valchařská 36,49.2141,16.6404,4,0
Bistro 8 – Letná,Veverkova 1410/8,50.0984,14.4322,4,0
Lobster,Schnirchova 1256/2,50.1011,14.4356,4,0
Areál bývalých pekáren Odkolek,Ke Klíčovu 256/1,50.113,14.5069,4,0
HubHub Palác ARA,Perlová 5,50.0833,14.4217,4,0
Stará vodárna Písek,U vodárny,49.3073,14.1271,4,0
Nija's Poke Bar,Dvořákova 12,49.196,16.6113,4,0
Matério Prague,Říčanova 753/19,50.0819,14.3607,4,0
JustWine Zahradníkova,Zahradníkova 28,49.2068,16.596,4,0
BeerGeek Bar,Vinohradská 988/62,50.0771,14.45,4,0
Konfit,Veveří 2216/125,49.21,16.5878,4,0
Galerie Inkubátor,Univerzitní 28,49.7257,13.3489,4,0
Taro,Nádražní 100,50.0698,14.4056,4,0
Kafe Mlýnek,Kotlanova 5,49.2108,16.6806,4,0
Gill's Coffee,Veveří 456/9,49.1992,16.6024,4,0
Suchdolské náměstí,Suchdolské náměstí,50.1362,14.3801,4,0
Hunter's,Mohylová 18,49.7556,13.4155,4,0
Puro,Vinohradská 2030/44,50.077,14.441,4,0
Minimum Waste,Zlatnická 12,50.0909,14.432,4,0
Rosmarina,Vltavanů ,50.0267,14.4034,4,0
